Station,Fietsen,Datumtijd
Amsterdam Centraal,3.0,2022-10-24 22:55:04.882208+02:00
Amsterdam Lelylaan,1.0,2022-10-24 22:55:04.882208+02:00
Amsterdam Muiderpoort,1.0,2022-10-24 22:55:04.882208+02:00
Amsterdam Zuid,2.0,2022-10-24 22:55:04.882208+02:00
Assen,1.0,2022-10-24 22:55:04.882208+02:00
Amsterdam Sloterdijk,1.0,2022-10-24 22:55:04.882208+02:00
Aalten,1.0,2022-10-24 22:55:04.882208+02:00
Amersfoort Vathorst,1.0,2022-10-24 22:55:04.882208+02:00
Breda,2.0,2022-10-24 22:55:04.882208+02:00
Bodegraven,1.0,2022-10-24 22:55:04.882208+02:00
Breda-Prinsenbeek,1.0,2022-10-24 22:55:04.882208+02:00
Best,1.0,2022-10-24 22:55:04.882208+02:00
Bergen op Zoom,1.0,2022-10-24 22:55:04.882208+02:00
Bilthoven,1.0,2022-10-24 22:55:04.882208+02:00
Bovenkarspel-Grootebroek,1.0,2022-10-24 22:55:04.882208+02:00
Breukelen,1.0,2022-10-24 22:55:04.882208+02:00
Beilen,1.0,2022-10-24 22:55:04.882208+02:00
Bloemendaal,1.0,2022-10-24 22:55:04.882208+02:00
Brummen,1.0,2022-10-24 22:55:04.882208+02:00
Boxmeer,1.0,2022-10-24 22:55:04.882208+02:00
Borne,1.0,2022-10-24 22:55:04.882208+02:00
Barneveld Centrum,1.0,2022-10-24 22:55:04.882208+02:00
Bunnik,1.0,2022-10-24 22:55:04.882208+02:00
Barneveld Noord,1.0,2022-10-24 22:55:04.882208+02:00
Barendrecht,1.0,2022-10-24 22:55:04.882208+02:00
Baarn,1.0,2022-10-24 22:55:04.882208+02:00
Beesd,1.0,2022-10-24 22:55:04.882208+02:00
Boskoop,1.0,2022-10-24 22:55:04.882208+02:00
Bussum Zuid,1.0,2022-10-24 22:55:04.882208+02:00
Boxtel,2.0,2022-10-24 22:55:04.882208+02:00
Beverwijk,1.0,2022-10-24 22:55:04.882208+02:00
Castricum,1.0,2022-10-24 22:55:04.882208+02:00
Cuijk,1.0,2022-10-24 22:55:04.882208+02:00
Culemborg,1.0,2022-10-24 22:55:04.882208+02:00
Driebergen-Zeist,2.0,2022-10-24 22:55:04.882208+02:00
Delden,1.0,2022-10-24 22:55:04.882208+02:00
Dordrecht,1.0,2022-10-24 22:55:04.882208+02:00
Didam,1.0,2022-10-24 22:55:04.882208+02:00
Dalfsen,1.0,2022-10-24 22:55:04.882208+02:00
Den Dolder,1.0,2022-10-24 22:55:04.882208+02:00
Diemen,1.0,2022-10-24 22:55:04.882208+02:00
Diemen Zuid,1.0,2022-10-24 22:55:04.882208+02:00
Deurne,1.0,2022-10-24 22:55:04.882208+02:00
Dieren,1.0,2022-10-24 22:55:04.882208+02:00
Driehuis,1.0,2022-10-24 22:55:04.882208+02:00
Dronten,1.0,2022-10-24 22:55:04.882208+02:00
Delft,1.0,2022-10-24 22:55:04.882208+02:00
Doetinchem,1.0,2022-10-24 22:55:04.882208+02:00
Doetinchem De Huet,1.0,2022-10-24 22:55:04.882208+02:00
Deventer,2.0,2022-10-24 22:55:04.882208+02:00
Duivendrecht,1.0,2022-10-24 22:55:04.882208+02:00
Duiven,1.0,2022-10-24 22:55:04.882208+02:00
De Vink,1.0,2022-10-24 22:55:04.882208+02:00
Delfzijl,1.0,2022-10-24 22:55:04.882208+02:00
Echt,1.0,2022-10-24 22:55:04.882208+02:00
Ede-Wageningen,2.0,2022-10-24 22:55:04.882208+02:00
Eindhoven Strijp-S,1.0,2022-10-24 22:55:04.882208+02:00
Eindhoven Centraal,2.0,2022-10-24 22:55:04.882208+02:00
Enkhuizen,1.0,2022-10-24 22:55:04.882208+02:00
Ermelo,1.0,2022-10-24 22:55:04.882208+02:00
Emmen,1.0,2022-10-24 22:55:04.882208+02:00
Enschede,1.0,2022-10-24 22:55:04.882208+02:00
Elst,1.0,2022-10-24 22:55:04.882208+02:00
Etten-Leur,1.0,2022-10-24 22:55:04.882208+02:00
Gouda,1.0,2022-10-24 22:55:04.882208+02:00
Gouda Goverwelle,1.0,2022-10-24 22:55:04.882208+02:00
Geldermalsen,1.0,2022-10-24 22:55:04.882208+02:00
Groningen Europapark,1.0,2022-10-24 22:55:04.882208+02:00
Groningen,4.0,2022-10-24 22:55:04.882208+02:00
Groningen Noord,1.0,2022-10-24 22:55:04.882208+02:00
Goor,1.0,2022-10-24 22:55:04.882208+02:00
Geldrop,1.0,2022-10-24 22:55:04.882208+02:00
Gorinchem,1.0,2022-10-24 22:55:04.882208+02:00
Goes,1.0,2022-10-24 22:55:04.882208+02:00
Den Haag HS,1.0,2022-10-24 22:55:04.882208+02:00
Den Haag Centraal,2.0,2022-10-24 22:55:04.882208+02:00
Den Haag Mariahoeve,1.0,2022-10-24 22:55:04.882208+02:00
Gilze-Rijen,1.0,2022-10-24 22:55:04.882208+02:00
Heemstede-Aerdenhout,1.0,2022-10-24 22:55:04.882208+02:00
Harderwijk,1.0,2022-10-24 22:55:04.882208+02:00
Hardenberg,1.0,2022-10-24 22:55:04.882208+02:00
't Harde,1.0,2022-10-24 22:55:04.882208+02:00
Den Helder,1.0,2022-10-24 22:55:04.882208+02:00
Den Helder Zuid,1.0,2022-10-24 22:55:04.882208+02:00
Hoofddorp,1.0,2022-10-24 22:55:04.882208+02:00
Hengelo,1.0,2022-10-24 22:55:04.882208+02:00
Hengelo Gezondheidspark,1.0,2022-10-24 22:55:04.882208+02:00
Hoogeveen,1.0,2022-10-24 22:55:04.882208+02:00
Hoogezand-Sappemeer,1.0,2022-10-24 22:55:04.882208+02:00
Hillegom,1.0,2022-10-24 22:55:04.882208+02:00
Heemskerk,1.0,2022-10-24 22:55:04.882208+02:00
Hoogkarspel,1.0,2022-10-24 22:55:04.882208+02:00
Haarlem,1.0,2022-10-24 22:55:04.882208+02:00
Haarlem Spaarnwoude,1.0,2022-10-24 22:55:04.882208+02:00
Heiloo,1.0,2022-10-24 22:55:04.882208+02:00
Helmond,1.0,2022-10-24 22:55:04.882208+02:00
Helmond Brouwhuis,1.0,2022-10-24 22:55:04.882208+02:00
Helmond Brandevoort,1.0,2022-10-24 22:55:04.882208+02:00
Helmond 't Hout,1.0,2022-10-24 22:55:04.882208+02:00
Hoorn,1.0,2022-10-24 22:55:04.882208+02:00
Hoorn Kersenboogerd,1.0,2022-10-24 22:55:04.882208+02:00
Holten,1.0,2022-10-24 22:55:04.882208+02:00
Hollandsche Rading,1.0,2022-10-24 22:55:04.882208+02:00
Heerenveen,1.0,2022-10-24 22:55:04.882208+02:00
Heerlen,1.0,2022-10-24 22:55:04.882208+02:00
Haren,1.0,2022-10-24 22:55:04.882208+02:00
Horst-Sevenum,1.0,2022-10-24 22:55:04.882208+02:00
's-Hertogenbosch,1.0,2022-10-24 22:55:04.882208+02:00
Houten,1.0,2022-10-24 22:55:04.882208+02:00
Houten Castellum,1.0,2022-10-24 22:55:04.882208+02:00
's-Hertogenbosch Oost,1.0,2022-10-24 22:55:04.882208+02:00
Hilversum,1.0,2022-10-24 22:55:04.882208+02:00
Hilversum Sportpark,1.0,2022-10-24 22:55:04.882208+02:00
Heerhugowaard,1.0,2022-10-24 22:55:04.882208+02:00
Halfweg-Zwanenburg,1.0,2022-10-24 22:55:04.882208+02:00
Heeze,1.0,2022-10-24 22:55:04.882208+02:00
Veenendaal-De Klomp,1.0,2022-10-24 22:55:04.882208+02:00
Krommenie-Assendelft,1.0,2022-10-24 22:55:04.882208+02:00
Kampen,1.0,2022-10-24 22:55:04.882208+02:00
Kerkrade Centrum,1.0,2022-10-24 22:55:04.882208+02:00
Den Haag Laan v NOI,1.0,2022-10-24 22:55:04.882208+02:00
Lochem,1.0,2022-10-24 22:55:04.882208+02:00
Leiden Centraal,2.0,2022-10-24 22:55:04.882208+02:00
Landgraaf,1.0,2022-10-24 22:55:04.882208+02:00
Lelystad Centrum,1.0,2022-10-24 22:55:04.882208+02:00
Leeuwarden,1.0,2022-10-24 22:55:04.882208+02:00
Maarssen,1.0,2022-10-24 22:55:04.882208+02:00
Middelburg,1.0,2022-10-24 22:55:04.882208+02:00
Meerssen,1.0,2022-10-24 22:55:04.882208+02:00
Meppel,1.0,2022-10-24 22:55:04.882208+02:00
Maastricht,1.0,2022-10-24 22:55:04.882208+02:00
Maastricht Noord,1.0,2022-10-24 22:55:04.882208+02:00
Maastricht Randwyck,1.0,2022-10-24 22:55:04.882208+02:00
Maarheeze,1.0,2022-10-24 22:55:04.882208+02:00
Naarden-Bussum,1.0,2022-10-24 22:55:04.882208+02:00
Nijmegen,1.0,2022-10-24 22:55:04.882208+02:00
Nijmegen Goffert,1.0,2022-10-24 22:55:04.882208+02:00
Nijmegen Heyendaal,1.0,2022-10-24 22:55:04.882208+02:00
Nunspeet,1.0,2022-10-24 22:55:04.882208+02:00
Nijverdal,1.0,2022-10-24 22:55:04.882208+02:00
Oss,1.0,2022-10-24 22:55:04.882208+02:00
Obdam,1.0,2022-10-24 22:55:04.882208+02:00
Oudenbosch,1.0,2022-10-24 22:55:04.882208+02:00
Oldenzaal,1.0,2022-10-24 22:55:04.882208+02:00
Ommen,1.0,2022-10-24 22:55:04.882208+02:00
Olst,1.0,2022-10-24 22:55:04.882208+02:00
Oisterwijk,1.0,2022-10-24 22:55:04.882208+02:00
Overveen,1.0,2022-10-24 22:55:04.882208+02:00
Oss West,1.0,2022-10-24 22:55:04.882208+02:00
Purmerend Overwhere,1.0,2022-10-24 22:55:04.882208+02:00
Purmerend,1.0,2022-10-24 22:55:04.882208+02:00
Putten,1.0,2022-10-24 22:55:04.882208+02:00
Amsterdam RAI,1.0,2022-10-24 22:55:04.882208+02:00
Raalte,1.0,2022-10-24 22:55:04.882208+02:00
Rheden,1.0,2022-10-24 22:55:04.882208+02:00
Rhenen,1.0,2022-10-24 22:55:04.882208+02:00
Rotterdam Lombardijen,1.0,2022-10-24 22:55:04.882208+02:00
Roermond,1.0,2022-10-24 22:55:04.882208+02:00
Rosmalen,1.0,2022-10-24 22:55:04.882208+02:00
Roosendaal,1.0,2022-10-24 22:55:04.882208+02:00
Rijssen,1.0,2022-10-24 22:55:04.882208+02:00
Rijswijk,1.0,2022-10-24 22:55:04.882208+02:00
Rotterdam Alexander,2.0,2022-10-24 22:55:04.882208+02:00
Rotterdam Blaak,1.0,2022-10-24 22:55:04.882208+02:00
Rotterdam Centraal,1.0,2022-10-24 22:55:04.882208+02:00
Reuver,1.0,2022-10-24 22:55:04.882208+02:00
Ravenstein,1.0,2022-10-24 22:55:04.882208+02:00
Soestdijk,1.0,2022-10-24 22:55:04.882208+02:00
Schiedam Centrum,1.0,2022-10-24 22:55:04.882208+02:00
Sliedrecht,1.0,2022-10-24 22:55:04.882208+02:00
Schagen,1.0,2022-10-24 22:55:04.882208+02:00
Schiphol Airport,1.0,2022-10-24 22:55:04.882208+02:00
Sneek,1.0,2022-10-24 22:55:04.882208+02:00
Santpoort Noord,1.0,2022-10-24 22:55:04.882208+02:00
Santpoort Zuid,1.0,2022-10-24 22:55:04.882208+02:00
Sittard,1.0,2022-10-24 22:55:04.882208+02:00
Soest Zuid,1.0,2022-10-24 22:55:04.882208+02:00
Steenwijk,1.0,2022-10-24 22:55:04.882208+02:00
Tilburg,2.0,2022-10-24 22:55:04.882208+02:00
Terborg,1.0,2022-10-24 22:55:04.882208+02:00
Tilburg Reeshof,1.0,2022-10-24 22:55:04.882208+02:00
Tilburg Universiteit,1.0,2022-10-24 22:55:04.882208+02:00
Tiel,1.0,2022-10-24 22:55:04.882208+02:00
Utrecht Centraal,3.0,2022-10-24 22:55:04.882208+02:00
Uitgeest,1.0,2022-10-24 22:55:04.882208+02:00
Utrecht Lunetten,1.0,2022-10-24 22:55:04.882208+02:00
Utrecht Leidsche Rijn,1.0,2022-10-24 22:55:04.882208+02:00
Utrecht Overvecht,1.0,2022-10-24 22:55:04.882208+02:00
Utrecht Terwijde,1.0,2022-10-24 22:55:04.882208+02:00
Utrecht Vaartsche Rijn,1.0,2022-10-24 22:55:04.882208+02:00
Utrecht Zuilen,1.0,2022-10-24 22:55:04.882208+02:00
Voorburg,1.0,2022-10-24 22:55:04.882208+02:00
Veendam,1.0,2022-10-24 22:55:04.882208+02:00
Vught,1.0,2022-10-24 22:55:04.882208+02:00
Voorhout,1.0,2022-10-24 22:55:04.882208+02:00
Vroomshoop,1.0,2022-10-24 22:55:04.882208+02:00
Valkenburg,1.0,2022-10-24 22:55:04.882208+02:00
Venlo,1.0,2022-10-24 22:55:04.882208+02:00
Vierlingsbeek,1.0,2022-10-24 22:55:04.882208+02:00
Veenendaal West,1.0,2022-10-24 22:55:04.882208+02:00
Velp,1.0,2022-10-24 22:55:04.882208+02:00
Venray,1.0,2022-10-24 22:55:04.882208+02:00
Vlissingen,1.0,2022-10-24 22:55:04.882208+02:00
Voorschoten,1.0,2022-10-24 22:55:04.882208+02:00
Varsseveld,1.0,2022-10-24 22:55:04.882208+02:00
Vleuten,1.0,2022-10-24 22:55:04.882208+02:00
Vriezenveen,1.0,2022-10-24 22:55:04.882208+02:00
Wijchen,1.0,2022-10-24 22:55:04.882208+02:00
Woerden,1.0,2022-10-24 22:55:04.882208+02:00
Wolfheze,1.0,2022-10-24 22:55:04.882208+02:00
Wijhe,1.0,2022-10-24 22:55:04.882208+02:00
Weesp,2.0,2022-10-24 22:55:04.882208+02:00
Winschoten,1.0,2022-10-24 22:55:04.882208+02:00
Winsum,1.0,2022-10-24 22:55:04.882208+02:00
Weert,1.0,2022-10-24 22:55:04.882208+02:00
Westervoort,1.0,2022-10-24 22:55:04.882208+02:00
Winterswijk,1.0,2022-10-24 22:55:04.882208+02:00
Zaltbommel,1.0,2022-10-24 22:55:04.882208+02:00
Zaandam,1.0,2022-10-24 22:55:04.882208+02:00
Zuidhorn,1.0,2022-10-24 22:55:04.882208+02:00
Zwolle,2.0,2022-10-24 22:55:04.882208+02:00
Lage Zwaluwe,1.0,2022-10-24 22:55:04.882208+02:00
Zutphen,1.0,2022-10-24 22:55:04.882208+02:00
Zoetermeer,2.0,2022-10-24 22:55:04.882208+02:00
Zoetermeer Oost,1.0,2022-10-24 22:55:04.882208+02:00
Zevenaar,1.0,2022-10-24 22:55:04.882208+02:00
Zevenbergen,1.0,2022-10-24 22:55:04.882208+02:00
Zandvoort aan Zee,1.0,2022-10-24 22:55:04.882208+02:00
Zwijndrecht,1.0,2022-10-24 22:55:04.882208+02:00
's-Hertogenbosch Oost,5.0,2022-10-24 23:10:05.507172+02:00
't Harde,4.0,2022-10-24 23:10:05.507172+02:00
Aalten,3.0,2022-10-24 23:10:05.507172+02:00
Alkmaar,128.0,2022-10-24 23:10:05.507172+02:00
Alkmaar Noord,28.0,2022-10-24 23:10:05.507172+02:00
Almelo,19.0,2022-10-24 23:10:05.507172+02:00
Almere Centrum,,2022-10-24 23:10:05.507172+02:00
Almere Centrum Landdrostdreef,70.0,2022-10-24 23:10:05.507172+02:00
Alphen aan den Rijn,43.0,2022-10-24 23:10:05.507172+02:00
Amersfoort Centraal,304.0,2022-10-24 23:10:05.507172+02:00
Amersfoort Mondriaanplein,51.0,2022-10-24 23:10:05.507172+02:00
Amersfoort Schothorst,27.0,2022-10-24 23:10:05.507172+02:00
Amersfoort Vathorst,4.0,2022-10-24 23:10:05.507172+02:00
Amsterdam Amstel,130.0,2022-10-24 23:10:05.507172+02:00
Amsterdam Bijlmer ArenA,7.0,2022-10-24 23:10:05.507172+02:00
Amsterdam Centraal IJzijde,158.0,2022-10-24 23:10:05.507172+02:00
Amsterdam Centraal Oost,101.0,2022-10-24 23:10:05.507172+02:00
Amsterdam Centraal West,663.0,2022-10-24 23:10:05.507172+02:00
Amsterdam Lelyplein,5.0,2022-10-24 23:10:05.507172+02:00
Amsterdam Muiderpoort,55.0,2022-10-24 23:10:05.507172+02:00
Amsterdam Noord,11.0,2022-10-24 23:10:05.507172+02:00
Amsterdam RAI,22.0,2022-10-24 23:10:05.507172+02:00
Amsterdam Sloterdijk,147.0,2022-10-24 23:10:05.507172+02:00
Amsterdam Zuid Mahlerplein,28.0,2022-10-24 23:10:05.507172+02:00
Amsterdam Zuid Zuidplein,112.0,2022-10-24 23:10:05.507172+02:00
Anna Paulowna,1.0,2022-10-24 23:10:05.507172+02:00
Apeldoorn,274.0,2022-10-24 23:10:05.507172+02:00
Appingedam,1.0,2022-10-24 23:10:05.507172+02:00
Arnhem Centrum,293.0,2022-10-24 23:10:05.507172+02:00
Assen,136.0,2022-10-24 23:10:05.507172+02:00
Baarn,27.0,2022-10-24 23:10:05.507172+02:00
Barendrecht,26.0,2022-10-24 23:10:05.507172+02:00
Barneveld Centrum,5.0,2022-10-24 23:10:05.507172+02:00
Barneveld Noord,5.0,2022-10-24 23:10:05.507172+02:00
Beesd,5.0,2022-10-24 23:10:05.507172+02:00
Beilen,14.0,2022-10-24 23:10:05.507172+02:00
Bergen op Zoom,24.0,2022-10-24 23:10:05.507172+02:00
Best,27.0,2022-10-24 23:10:05.507172+02:00
Beverwijk,39.0,2022-10-24 23:10:05.507172+02:00
Bilthoven,24.0,2022-10-24 23:10:05.507172+02:00
Bloemendaal,4.0,2022-10-24 23:10:05.507172+02:00
Bodegraven,6.0,2022-10-24 23:10:05.507172+02:00
Borne,4.0,2022-10-24 23:10:05.507172+02:00
Boskoop,3.0,2022-10-24 23:10:05.507172+02:00
Bovenkarspel-Grootebroek,2.0,2022-10-24 23:10:05.507172+02:00
Boxmeer,13.0,2022-10-24 23:10:05.507172+02:00
Boxtel,20.0,2022-10-24 23:10:05.507172+02:00
Boxtel - Kluis,15.0,2022-10-24 23:10:05.507172+02:00
Breda Belcrum,198.0,2022-10-24 23:10:05.507172+02:00
Breda Centrum,131.0,2022-10-24 23:10:05.507172+02:00
Breda Prinsenbeek,2.0,2022-10-24 23:10:05.507172+02:00
Breukelen,5.0,2022-10-24 23:10:05.507172+02:00
Brummen,5.0,2022-10-24 23:10:05.507172+02:00
Bunnik,19.0,2022-10-24 23:10:05.507172+02:00
Bussum Zuid,4.0,2022-10-24 23:10:05.507172+02:00
Castricum,50.0,2022-10-24 23:10:05.507172+02:00
Cuijk,16.0,2022-10-24 23:10:05.507172+02:00
Culemborg,12.0,2022-10-24 23:10:05.507172+02:00
Dalfsen,1.0,2022-10-24 23:10:05.507172+02:00
Delden,4.0,2022-10-24 23:10:05.507172+02:00
"Delft, Fietsenstalling",248.0,2022-10-24 23:10:05.507172+02:00
Delfzijl,3.0,2022-10-24 23:10:05.507172+02:00
Den Dolder,5.0,2022-10-24 23:10:05.507172+02:00
Den Haag Centraal Koningin Julianaplein,720.0,2022-10-24 23:10:05.507172+02:00
Den Haag Centraal Stichthage,177.0,2022-10-24 23:10:05.507172+02:00
Den Haag HS,54.0,2022-10-24 23:10:05.507172+02:00
Den Haag Laan van NOI,3.0,2022-10-24 23:10:05.507172+02:00
Den Haag Mariahoeve,2.0,2022-10-24 23:10:05.507172+02:00
Den Helder,18.0,2022-10-24 23:10:05.507172+02:00
Den Helder Zuid,7.0,2022-10-24 23:10:05.507172+02:00
Deurne,4.0,2022-10-24 23:10:05.507172+02:00
Deventer,114.0,2022-10-24 23:10:05.507172+02:00
Deventer Boerhavelaan,21.0,2022-10-24 23:10:05.507172+02:00
Didam,5.0,2022-10-24 23:10:05.507172+02:00
Diemen,,2022-10-24 23:10:05.507172+02:00
Diemen Zuid,,2022-10-24 23:10:05.507172+02:00
Dieren,,2022-10-24 23:10:05.507172+02:00
Doetinchem,2.0,2022-10-24 23:10:05.507172+02:00
Doetinchem de Huet,3.0,2022-10-24 23:10:05.507172+02:00
Dordrecht,44.0,2022-10-24 23:10:05.507172+02:00
Driebergen-Zeist,114.0,2022-10-24 23:10:05.507172+02:00
Driehuis,5.0,2022-10-24 23:10:05.507172+02:00
Dronten,5.0,2022-10-24 23:10:05.507172+02:00
Duiven ,12.0,2022-10-24 23:10:05.507172+02:00
Duivendrecht,,2022-10-24 23:10:05.507172+02:00
Echt,5.0,2022-10-24 23:10:05.507172+02:00
Ede-Wageningen Zuidplein,26.0,2022-10-24 23:10:05.507172+02:00
Ede-Wageningen Zuidzijde,167.0,2022-10-24 23:10:05.507172+02:00
Eindhoven Beukenlaan,,2022-10-24 23:10:05.507172+02:00
Eindhoven Noordzijde,86.0,2022-10-24 23:10:05.507172+02:00
Eindhoven Zuidzijde (centrum),147.0,2022-10-24 23:10:05.507172+02:00
Elst,8.0,2022-10-24 23:10:05.507172+02:00
Emmen,27.0,2022-10-24 23:10:05.507172+02:00
Enkhuizen,21.0,2022-10-24 23:10:05.507172+02:00
Enschede,33.0,2022-10-24 23:10:05.507172+02:00
Ermelo,3.0,2022-10-24 23:10:05.507172+02:00
Etten-Leur,5.0,2022-10-24 23:10:05.507172+02:00
Geldermalsen,2.0,2022-10-24 23:10:05.507172+02:00
Geldrop Fietskluis,8.0,2022-10-24 23:10:05.507172+02:00
Gilze Rijen,6.0,2022-10-24 23:10:05.507172+02:00
Goes,24.0,2022-10-24 23:10:05.507172+02:00
Goor,4.0,2022-10-24 23:10:05.507172+02:00
Gorinchem,,2022-10-24 23:10:05.507172+02:00
Gouda,151.0,2022-10-24 23:10:05.507172+02:00
Gouda Goverwelle,2.0,2022-10-24 23:10:05.507172+02:00
Groningen,622.0,2022-10-24 23:10:05.507172+02:00
Groningen Noord,2.0,2022-10-24 23:10:05.507172+02:00
Groningen P+R Hoogkerk,4.0,2022-10-24 23:10:05.507172+02:00
Groningen P+R Kardinge,4.0,2022-10-24 23:10:05.507172+02:00
Haarlem Fiets Inn,275.0,2022-10-24 23:10:05.507172+02:00
Haarlem Spaarnwoude,2.0,2022-10-24 23:10:05.507172+02:00
Halfweg Zwanenburg,4.0,2022-10-24 23:10:05.507172+02:00
Hardenberg,3.0,2022-10-24 23:10:05.507172+02:00
Harderwijk,43.0,2022-10-24 23:10:05.507172+02:00
Haren,3.0,2022-10-24 23:10:05.507172+02:00
Haren P+R Transferium,,2022-10-24 23:10:05.507172+02:00
Heemskerk,7.0,2022-10-24 23:10:05.507172+02:00
Heemstede-Aerdenhout,19.0,2022-10-24 23:10:05.507172+02:00
Heerenveen,22.0,2022-10-24 23:10:05.507172+02:00
Heerhugowaard,25.0,2022-10-24 23:10:05.507172+02:00
Heerlen,20.0,2022-10-24 23:10:05.507172+02:00
Heeze-Leende,6.0,2022-10-24 23:10:05.507172+02:00
Heiloo,12.0,2022-10-24 23:10:05.507172+02:00
Hellendoorn/Nijverdal OV-fiets Carrousel,15.0,2022-10-24 23:10:05.507172+02:00
Helmond,14.0,2022-10-24 23:10:05.507172+02:00
Helmond 't Hout,2.0,2022-10-24 23:10:05.507172+02:00
Helmond Brandevoort,1.0,2022-10-24 23:10:05.507172+02:00
Helmond Brouwhuis,2.0,2022-10-24 23:10:05.507172+02:00
Hengelo,19.0,2022-10-24 23:10:05.507172+02:00
Hengelo Gezondheidspark,5.0,2022-10-24 23:10:05.507172+02:00
Hillegom,2.0,2022-10-24 23:10:05.507172+02:00
Hilversum,183.0,2022-10-24 23:10:05.507172+02:00
Hilversum Sportpark ,27.0,2022-10-24 23:10:05.507172+02:00
Hollandse Rading OV-fiets Carrousel,20.0,2022-10-24 23:10:05.507172+02:00
Holten,6.0,2022-10-24 23:10:05.507172+02:00
Hoofddorp,57.0,2022-10-24 23:10:05.507172+02:00
Hoogeveen,17.0,2022-10-24 23:10:05.507172+02:00
Hoogezand Sappemeer,2.0,2022-10-24 23:10:05.507172+02:00
Hoogkarspel,3.0,2022-10-24 23:10:05.507172+02:00
Hoorn,66.0,2022-10-24 23:10:05.507172+02:00
Hoorn Kersenboogerd,7.0,2022-10-24 23:10:05.507172+02:00
Horst Sevenum,4.0,2022-10-24 23:10:05.507172+02:00
Houten,65.0,2022-10-24 23:10:05.507172+02:00
Houten Castellum,35.0,2022-10-24 23:10:05.507172+02:00
Kampen,24.0,2022-10-24 23:10:05.507172+02:00
Kerkrade Centrum,1.0,2022-10-24 23:10:05.507172+02:00
Krommenie-Assendelft,2.0,2022-10-24 23:10:05.507172+02:00
Lage Zwaluwe,2.0,2022-10-24 23:10:05.507172+02:00
Landgraaf,4.0,2022-10-24 23:10:05.507172+02:00
Leeuwarden,174.0,2022-10-24 23:10:05.507172+02:00
"Leiden Centraal, Centrumzijde",66.0,2022-10-24 23:10:05.507172+02:00
"Leiden Centraal,Uitgang LUMC",380.0,2022-10-24 23:10:05.507172+02:00
Leiden de Vink,1.0,2022-10-24 23:10:05.507172+02:00
Lelystad Centrum,,2022-10-24 23:10:05.507172+02:00
Lochem,3.0,2022-10-24 23:10:05.507172+02:00
Maarheeze,2.0,2022-10-24 23:10:05.507172+02:00
Maarssen,27.0,2022-10-24 23:10:05.507172+02:00
Maassluis,9.0,2022-10-24 23:10:05.507172+02:00
Maastricht Noord,7.0,2022-10-24 23:10:05.507172+02:00
Maastricht Randwyck,3.0,2022-10-24 23:10:05.507172+02:00
Meerssen,,2022-10-24 23:10:05.507172+02:00
Meppel,20.0,2022-10-24 23:10:05.507172+02:00
Middelburg,26.0,2022-10-24 23:10:05.507172+02:00
Muiden P&R,4.0,2022-10-24 23:10:05.507172+02:00
Naarden-Bussum,44.0,2022-10-24 23:10:05.507172+02:00
Nijmegen,299.0,2022-10-24 23:10:05.507172+02:00
Nijmegen Goffert,,2022-10-24 23:10:05.507172+02:00
Nijmegen Heyendaal,,2022-10-24 23:10:05.507172+02:00
Nootdorp,3.0,2022-10-24 23:10:05.507172+02:00
Nunspeet,2.0,2022-10-24 23:10:05.507172+02:00
Obdam,3.0,2022-10-24 23:10:05.507172+02:00
Oisterwijk,2.0,2022-10-24 23:10:05.507172+02:00
Oldenzaal,2.0,2022-10-24 23:10:05.507172+02:00
Olst,3.0,2022-10-24 23:10:05.507172+02:00
Ommen,6.0,2022-10-24 23:10:05.507172+02:00
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,22.0,2022-10-24 23:10:05.507172+02:00
Oss,16.0,2022-10-24 23:10:05.507172+02:00
Oss West,5.0,2022-10-24 23:10:05.507172+02:00
Otterlo,19.0,2022-10-24 23:10:05.507172+02:00
Oudenbosch,8.0,2022-10-24 23:10:05.507172+02:00
OV-ebike Driebergen-Zeist,29.0,2022-10-24 23:10:05.507172+02:00
OV-fiets - Maastricht,164.0,2022-10-24 23:10:05.507172+02:00
Overveen,1.0,2022-10-24 23:10:05.507172+02:00
P + R Utrecht Science Park (De Uithof),7.0,2022-10-24 23:10:05.507172+02:00
Pijnacker,4.0,2022-10-24 23:10:05.507172+02:00
Pijnacker Zuid,3.0,2022-10-24 23:10:05.507172+02:00
Purmerend,3.0,2022-10-24 23:10:05.507172+02:00
Purmerend Overwhere,2.0,2022-10-24 23:10:05.507172+02:00
Putten,3.0,2022-10-24 23:10:05.507172+02:00
Raalte,2.0,2022-10-24 23:10:05.507172+02:00
Ravenstein,6.0,2022-10-24 23:10:05.507172+02:00
Reuver,4.0,2022-10-24 23:10:05.507172+02:00
Rheden,5.0,2022-10-24 23:10:05.507172+02:00
Rhenen,2.0,2022-10-24 23:10:05.507172+02:00
Rijssen,6.0,2022-10-24 23:10:05.507172+02:00
Rijswijk,29.0,2022-10-24 23:10:05.507172+02:00
Roermond,52.0,2022-10-24 23:10:05.507172+02:00
Roosendaal,53.0,2022-10-24 23:10:05.507172+02:00
Rosmalen,3.0,2022-10-24 23:10:05.507172+02:00
Rotterdam Alexander,4.0,2022-10-24 23:10:05.507172+02:00
Rotterdam Blaak,11.0,2022-10-24 23:10:05.507172+02:00
Rotterdam Centraal,502.0,2022-10-24 23:10:05.507172+02:00
Rotterdam Fietspunt Marconiplein,11.0,2022-10-24 23:10:05.507172+02:00
